hour,day_of_week,is_weekend,month,is_monsoon,road_type,road_length_m,congestion_score
0,1,0,11,1,primary,1679.0,0.073
15,3,0,6,1,secondary,1276.0,0.98
18,3,0,8,1,secondary,933.7,1.0
20,6,1,9,1,tertiary,707.6,0.581
8,2,0,8,1,trunk,939.8,1.0
8,0,0,6,1,residential,1302.5,1.0
4,0,0,4,0,residential,1668.7,0.141
4,6,1,6,1,tertiary,932.5,0.127
2,6,1,9,1,secondary,825.2,0.119
21,1,0,1,0,secondary,1480.2,0.5
11,4,0,10,1,secondary,1147.6,0.846
17,1,0,12,0,trunk,375.2,1.0
5,0,0,11,1,secondary,1288.1,0.272
22,1,0,9,1,trunk,876.8,0.52
1,3,0,5,0,residential,1806.9,0.157
14,2,0,3,0,tertiary,50.7,0.579
8,5,1,9,1,tertiary,457.1,0.333
13,1,0,3,0,residential,1653.8,0.62
7,3,0,3,0,residential,812.4,0.748
2,1,0,5,0,secondary,1790.6,0.151
3,5,1,12,0,trunk,1891.5,0.101
21,2,0,6,1,primary,1291.7,0.722
16,0,0,11,1,trunk,968.7,1.0
23,4,0,8,1,secondary,187.3,0.234
23,2,0,5,0,primary,793.9,0.181
14,3,0,10,1,secondary,1758.7,0.834
15,6,1,5,0,secondary,1069.5,0.544
19,6,1,6,1,secondary,1745.3,0.92
22,3,0,7,1,primary,1294.2,0.444
8,2,0,11,1,trunk,691.2,1.0
8,2,0,2,0,primary,247.2,1.0
15,1,0,10,1,residential,1348.0,0.654
22,3,0,9,1,trunk,1683.0,0.311
12,0,0,10,1,primary,1201.2,0.98
3,4,0,2,0,primary,1935.1,0.072
22,4,0,7,1,residential,1450.7,0.358
20,6,1,8,1,residential,1168.0,0.547
20,5,1,7,1,primary,471.3,0.512
20,2,0,2,0,tertiary,1845.3,0.716
8,2,0,11,1,tertiary,737.1,1.0
8,3,0,1,0,tertiary,943.5,1.0
5,1,0,9,1,trunk,1314.2,0.275
11,6,1,3,0,residential,1720.5,0.333
23,6,1,4,0,tertiary,1665.9,0.175
3,5,1,2,0,residential,660.2,0.05
12,1,0,5,0,residential,733.7,0.578
14,2,0,3,0,secondary,679.4,0.7
16,5,1,11,1,trunk,627.6,0.788
5,3,0,10,1,primary,437.3,0.145
12,6,1,5,0,secondary,1446.0,0.441
17,2,0,7,1,secondary,1846.5,1.0
9,4,0,10,1,primary,681.5,1.0
1,1,0,9,1,secondary,1351.7,0.05
7,1,0,4,0,residential,1313.4,0.718
6,1,0,1,0,tertiary,525.2,0.471
14,3,0,9,1,trunk,1996.8,0.852
5,6,1,9,1,trunk,829.3,0.183
8,5,1,6,1,tertiary,891.1,0.291
7,2,0,9,1,tertiary,200.2,0.979
22,1,0,9,1,trunk,301.1,0.572
16,5,1,8,1,trunk,661.3,0.726
22,5,1,11,1,trunk,1651.1,0.246
8,4,0,1,0,residential,1256.7,0.881
5,0,0,9,1,residential,1140.0,0.177
11,3,0,12,0,secondary,174.4,0.549
8,4,0,5,0,primary,1441.5,1.0
15,3,0,12,0,secondary,1973.1,0.737
17,5,1,11,1,tertiary,694.5,0.786
16,3,0,3,0,trunk,1961.3,0.895
19,0,0,12,0,tertiary,1195.5,0.908
2,4,0,2,0,trunk,856.7,0.087
19,6,1,3,0,secondary,107.5,0.703
15,5,1,2,0,tertiary,223.8,0.499
21,3,0,7,1,residential,1408.0,0.458
10,1,0,2,0,tertiary,742.6,0.605
15,0,0,3,0,tertiary,832.8,0.568
7,2,0,11,1,primary,712.5,1.0
19,0,0,9,1,primary,1381.3,1.0
0,4,0,1,0,primary,687.4,0.05
18,4,0,6,1,primary,1913.6,1.0
19,3,0,3,0,trunk,475.8,1.0
4,4,0,6,1,trunk,395.0,0.222
5,4,0,3,0,residential,109.2,0.218
3,6,1,5,0,tertiary,260.2,0.072
21,1,0,10,1,trunk,376.4,0.643
19,2,0,8,1,trunk,1672.0,1.0
3,5,1,9,1,primary,709.8,0.088
6,6,1,7,1,primary,748.7,0.315
15,6,1,11,1,trunk,242.6,0.645
16,4,0,10,1,trunk,1067.3,1.0
20,1,0,5,0,tertiary,314.2,0.694
20,3,0,7,1,residential,785.3,0.744
15,0,0,6,1,trunk,994.0,0.9
9,6,1,11,1,primary,1078.7,0.502
2,2,0,10,1,trunk,1108.4,0.086
1,2,0,7,1,secondary,735.9,0.05
21,6,1,7,1,trunk,1071.8,0.399
6,0,0,8,1,secondary,1790.1,0.631
2,5,1,4,0,residential,453.1,0.05
12,1,0,12,0,primary,1852.4,0.736
0,1,0,11,1,tertiary,1969.6,0.103
12,0,0,3,0,secondary,1217.6,0.645
19,5,1,5,0,residential,1376.8,0.468
9,1,0,11,1,tertiary,847.9,0.888
13,3,0,5,0,secondary,1642.6,0.682
20,5,1,7,1,primary,1407.2,0.588
21,5,1,4,0,primary,1293.3,0.459
15,0,0,3,0,trunk,688.4,0.883
23,2,0,11,1,residential,605.4,0.173
3,3,0,4,0,primary,1131.8,0.05
15,1,0,3,0,trunk,1991.3,0.788
7,0,0,7,1,secondary,213.0,1.0
2,1,0,7,1,trunk,773.3,0.05
21,4,0,4,0,secondary,1463.6,0.531
1,4,0,1,0,secondary,715.6,0.17
11,3,0,4,0,primary,813.1,0.64
4,2,0,9,1,primary,489.2,0.098
0,6,1,8,1,primary,1694.7,0.155
9,4,0,3,0,secondary,1116.9,1.0
2,3,0,9,1,trunk,84.1,0.114
23,2,0,6,1,primary,329.8,0.188
18,0,0,7,1,trunk,283.3,1.0
20,0,0,10,1,trunk,194.2,1.0
20,3,0,5,0,trunk,804.2,0.777
23,1,0,11,1,residential,1244.6,0.207
4,3,0,9,1,tertiary,486.5,0.105
23,1,0,7,1,tertiary,1769.8,0.257
4,0,0,8,1,residential,1435.8,0.118
7,3,0,3,0,tertiary,455.8,0.694
14,5,1,8,1,residential,1907.1,0.513
10,2,0,11,1,residential,309.6,0.729
18,1,0,12,0,trunk,758.7,1.0
14,4,0,7,1,tertiary,1305.8,0.711
20,3,0,5,0,trunk,853.6,0.859
6,1,0,6,1,trunk,1785.4,0.685
14,0,0,12,0,secondary,802.6,0.63
21,1,0,5,0,trunk,1550.0,0.519
6,1,0,7,1,tertiary,963.7,0.497
4,6,1,8,1,tertiary,1240.2,0.05
1,5,1,2,0,primary,217.2,0.054
0,6,1,1,0,tertiary,1712.6,0.05
6,5,1,3,0,secondary,649.7,0.249
2,2,0,10,1,tertiary,1187.7,0.05
9,2,0,2,0,trunk,361.6,1.0
4,1,0,7,1,primary,1088.0,0.173
15,5,1,5,0,secondary,1953.4,0.528
21,1,0,8,1,primary,1523.6,0.58
5,6,1,1,0,trunk,1391.8,0.145
11,3,0,10,1,trunk,404.6,1.0
18,2,0,6,1,primary,1778.7,1.0
4,4,0,5,0,residential,1837.7,0.174
21,1,0,11,1,tertiary,620.1,0.69
2,2,0,10,1,residential,81.1,0.05
8,1,0,9,1,tertiary,1965.0,1.0
0,3,0,6,1,secondary,151.4,0.054
13,2,0,1,0,tertiary,1512.5,0.741
21,3,0,11,1,primary,699.2,0.678
0,5,1,10,1,primary,640.3,0.05
15,3,0,7,1,primary,1405.8,0.891
16,6,1,7,1,residential,1429.2,0.536
11,5,1,5,0,trunk,426.2,0.486
14,5,1,2,0,tertiary,1729.9,0.423
3,0,0,3,0,primary,523.8,0.076
18,6,1,4,0,primary,1734.2,0.952
0,5,1,1,0,tertiary,1746.8,0.05
20,6,1,8,1,tertiary,1583.0,0.436
3,0,0,12,0,secondary,439.1,0.062
2,5,1,2,0,primary,894.3,0.05
21,1,0,4,0,primary,1448.1,0.487
6,3,0,4,0,residential,1230.6,0.413
5,3,0,5,0,trunk,1736.8,0.24
0,0,0,3,0,secondary,563.4,0.075
17,4,0,4,0,primary,1420.6,1.0
10,6,1,4,0,secondary,819.6,0.39
18,2,0,10,1,residential,1038.0,1.0
23,1,0,9,1,primary,1326.9,0.267
8,2,0,3,0,primary,170.2,1.0
1,4,0,7,1,primary,1364.4,0.097
14,0,0,12,0,primary,670.9,0.717
22,5,1,10,1,primary,1159.9,0.21
10,3,0,6,1,residential,772.4,0.625
23,1,0,4,0,trunk,382.6,0.172
22,2,0,7,1,residential,1766.0,0.349
12,3,0,8,1,residential,347.7,0.648
12,3,0,1,0,secondary,1587.1,0.613
4,3,0,6,1,primary,897.0,0.214
5,1,0,10,1,secondary,473.1,0.168
6,0,0,8,1,residential,358.7,0.503
17,2,0,4,0,secondary,998.7,1.0
5,3,0,11,1,primary,739.1,0.177
10,5,1,8,1,trunk,614.2,0.576
13,3,0,1,0,tertiary,1281.4,0.659
10,5,1,5,0,trunk,886.5,0.439
9,2,0,12,0,tertiary,1623.9,0.918
4,2,0,10,1,residential,173.1,0.074
10,5,1,4,0,tertiary,1286.0,0.362
15,6,1,5,0,trunk,714.5,0.553
4,2,0,11,1,trunk,1943.7,0.056
18,4,0,4,0,secondary,1002.7,1.0
16,0,0,7,1,secondary,1266.0,0.986
15,3,0,10,1,tertiary,180.5,0.842
22,1,0,6,1,primary,973.8,0.474
0,2,0,6,1,trunk,991.0,0.074
10,4,0,9,1,secondary,1657.1,0.933
19,4,0,2,0,tertiary,1480.2,0.957
16,2,0,4,0,residential,874.8,0.702
0,2,0,5,0,secondary,330.9,0.134
13,0,0,6,1,residential,1562.8,0.892
14,5,1,7,1,trunk,356.1,0.558
14,2,0,4,0,trunk,934.0,0.836
5,4,0,3,0,tertiary,1914.4,0.244
17,3,0,6,1,secondary,664.8,1.0
17,0,0,11,1,residential,1310.3,1.0
1,5,1,5,0,tertiary,1153.0,0.142
18,0,0,9,1,primary,1459.4,1.0
4,1,0,2,0,trunk,368.6,0.114
22,1,0,2,0,tertiary,1946.0,0.26
2,3,0,7,1,trunk,171.2,0.13
12,5,1,3,0,trunk,1654.5,0.581
3,6,1,5,0,secondary,516.6,0.05
20,5,1,9,1,primary,152.3,0.641
7,6,1,4,0,secondary,1911.1,0.285
4,4,0,6,1,tertiary,805.7,0.071
9,3,0,1,0,residential,1122.6,0.861
1,1,0,10,1,primary,457.2,0.164
18,2,0,9,1,secondary,824.5,1.0
0,5,1,12,0,trunk,598.8,0.05
5,6,1,4,0,trunk,549.7,0.091
6,2,0,5,0,residential,282.4,0.365
19,5,1,11,1,trunk,1551.5,1.0
3,0,0,7,1,primary,1498.5,0.112
23,2,0,12,0,secondary,1779.0,0.212
9,2,0,8,1,primary,1313.3,1.0
6,4,0,1,0,tertiary,74.1,0.341
5,6,1,6,1,secondary,1024.2,0.121
12,4,0,3,0,residential,986.3,0.523
19,2,0,11,1,secondary,201.5,1.0
1,6,1,1,0,tertiary,1863.8,0.058
9,3,0,7,1,trunk,1924.4,1.0
13,5,1,6,1,primary,596.0,0.718
9,6,1,1,0,primary,639.0,0.441
6,0,0,11,1,primary,1766.6,0.767
5,0,0,2,0,primary,1463.4,0.102
22,4,0,5,0,tertiary,94.0,0.316
18,3,0,2,0,secondary,470.2,1.0
1,3,0,7,1,residential,854.2,0.102
18,0,0,11,1,primary,1920.9,1.0
6,6,1,5,0,primary,1358.9,0.085
6,1,0,12,0,residential,1630.2,0.383
18,6,1,7,1,trunk,1906.7,1.0
7,5,1,12,0,primary,608.7,0.365
15,4,0,3,0,tertiary,1334.3,0.692
11,5,1,9,1,trunk,334.1,0.629
12,2,0,8,1,tertiary,1546.3,0.749
21,6,1,8,1,trunk,845.3,0.577
4,2,0,6,1,residential,929.0,0.126
21,1,0,1,0,tertiary,1037.4,0.505
19,2,0,9,1,secondary,1709.6,1.0
6,6,1,12,0,residential,209.4,0.105
16,4,0,1,0,trunk,252.4,0.992
0,2,0,9,1,secondary,1492.4,0.095
10,5,1,6,1,trunk,1877.0,0.472
12,1,0,10,1,tertiary,1512.2,0.862
20,3,0,3,0,secondary,1446.6,0.747
16,6,1,2,0,residential,331.5,0.551
7,6,1,7,1,tertiary,1659.2,0.326
3,6,1,4,0,primary,81.6,0.058
21,0,0,2,0,tertiary,932.6,0.493
3,3,0,6,1,residential,70.6,0.05
9,3,0,10,1,trunk,1843.1,1.0
18,0,0,11,1,residential,1955.2,1.0
15,6,1,7,1,trunk,1551.1,0.684
18,4,0,6,1,residential,1989.5,1.0
2,3,0,5,0,trunk,229.5,0.05
7,5,1,12,0,primary,936.6,0.324
15,0,0,6,1,tertiary,1127.6,0.837
14,1,0,10,1,residential,235.2,0.65
0,4,0,8,1,primary,1029.0,0.05
22,4,0,7,1,trunk,1324.7,0.324
15,1,0,8,1,tertiary,1714.4,0.702
19,2,0,7,1,primary,1389.3,1.0
7,0,0,7,1,secondary,1556.3,1.0
5,1,0,6,1,trunk,1698.8,0.172
3,0,0,3,0,secondary,307.4,0.089
19,4,0,1,0,residential,1017.5,0.895
22,4,0,12,0,tertiary,1287.9,0.237
3,3,0,8,1,primary,593.9,0.069
8,5,1,6,1,residential,832.6,0.342
4,0,0,1,0,secondary,218.4,0.113
21,4,0,6,1,trunk,562.9,0.658
21,1,0,10,1,residential,275.9,0.479
23,5,1,7,1,primary,775.1,0.21
0,0,0,9,1,tertiary,1191.9,0.083
7,6,1,8,1,secondary,417.9,0.317
15,1,0,2,0,secondary,806.3,0.683
2,1,0,11,1,secondary,1722.8,0.05
2,3,0,9,1,primary,1154.0,0.081
11,1,0,5,0,residential,166.4,0.429
13,0,0,6,1,residential,103.9,0.865
19,6,1,4,0,secondary,984.8,0.654
16,3,0,11,1,secondary,520.6,1.0
19,0,0,7,1,primary,1145.3,1.0
4,6,1,11,1,primary,770.6,0.05
10,2,0,9,1,trunk,687.8,0.938
15,4,0,8,1,residential,1527.0,0.769
21,4,0,10,1,trunk,317.7,0.638
22,3,0,6,1,trunk,1058.1,0.451
8,6,1,5,0,trunk,1051.4,0.48
10,2,0,4,0,trunk,423.0,0.802
10,4,0,11,1,residential,593.1,0.733
21,5,1,4,0,trunk,1786.6,0.447
9,1,0,11,1,tertiary,1439.6,1.0
6,6,1,8,1,trunk,1064.2,0.184
7,1,0,10,1,tertiary,407.0,0.969
15,2,0,4,0,residential,994.5,0.601
17,2,0,3,0,tertiary,1231.7,1.0
8,0,0,7,1,trunk,1968.5,1.0
15,3,0,9,1,trunk,1651.3,1.0
13,1,0,5,0,primary,1964.1,0.77
3,3,0,7,1,residential,660.6,0.05
3,2,0,1,0,primary,1702.0,0.057
8,1,0,2,0,residential,449.5,0.997
21,4,0,1,0,primary,267.3,0.619
9,3,0,4,0,secondary,479.9,1.0
19,4,0,5,0,trunk,739.4,1.0
18,2,0,4,0,secondary,1621.1,1.0
12,1,0,9,1,trunk,84.0,0.822
8,6,1,8,1,primary,236.6,0.506
7,1,0,8,1,trunk,373.0,1.0
7,5,1,5,0,residential,1180.3,0.221
19,6,1,7,1,residential,466.1,0.628
14,1,0,12,0,residential,1708.6,0.585
12,0,0,9,1,tertiary,450.0,0.729
10,2,0,1,0,residential,1039.7,0.617
12,6,1,8,1,trunk,450.7,0.724
21,3,0,3,0,residential,453.9,0.464
10,2,0,7,1,tertiary,535.1,0.759
15,0,0,11,1,trunk,525.9,1.0
14,5,1,1,0,residential,1164.7,0.361
13,5,1,8,1,residential,224.4,0.477
7,2,0,6,1,tertiary,983.1,0.941
19,4,0,4,0,primary,1959.4,1.0
11,0,0,4,0,primary,1428.9,0.712
17,0,0,5,0,primary,1074.2,1.0
8,3,0,3,0,tertiary,326.2,0.927
5,1,0,7,1,tertiary,374.9,0.233
2,4,0,1,0,trunk,1326.5,0.096
23,1,0,5,0,trunk,967.0,0.05
13,1,0,4,0,primary,1625.1,0.837
2,6,1,2,0,tertiary,1643.7,0.132
5,4,0,2,0,residential,1129.2,0.136
17,1,0,4,0,primary,684.7,1.0
5,6,1,5,0,trunk,1635.9,0.05
12,1,0,3,0,primary,964.7,0.742
4,1,0,10,1,tertiary,1169.0,0.11
3,5,1,4,0,secondary,1298.3,0.094
1,0,0,7,1,secondary,51.1,0.1
12,4,0,9,1,residential,1783.1,0.644
20,4,0,6,1,trunk,1176.1,1.0
13,1,0,9,1,residential,296.2,0.721
2,4,0,6,1,tertiary,275.3,0.05
0,2,0,8,1,secondary,1513.1,0.101
20,6,1,3,0,residential,1737.1,0.388
20,6,1,5,0,residential,526.8,0.287
0,1,0,8,1,tertiary,999.2,0.05
14,1,0,7,1,primary,528.5,0.825
20,0,0,5,0,tertiary,153.6,0.642
20,6,1,7,1,primary,1216.6,0.581
16,4,0,8,1,primary,1871.3,1.0
6,2,0,9,1,secondary,71.6,0.501
23,5,1,9,1,tertiary,166.8,0.111
14,3,0,6,1,trunk,947.6,0.901
9,2,0,1,0,trunk,1192.0,1.0
13,6,1,9,1,primary,1349.3,0.592
23,4,0,9,1,primary,1997.4,0.206
22,3,0,12,0,tertiary,330.7,0.248
6,0,0,10,1,residential,587.7,0.436
4,1,0,7,1,trunk,427.6,0.152
4,3,0,9,1,trunk,547.5,0.172
1,2,0,12,0,residential,1584.7,0.053
7,3,0,3,0,residential,272.8,0.671
10,4,0,12,0,tertiary,1708.7,0.553
8,4,0,9,1,trunk,1783.9,1.0
16,1,0,11,1,trunk,1064.1,1.0
19,6,1,4,0,secondary,1639.1,0.639
16,2,0,8,1,residential,150.0,0.955
8,0,0,3,0,trunk,486.1,1.0
7,3,0,3,0,primary,1409.9,1.0
16,2,0,7,1,residential,867.6,0.908
15,5,1,2,0,tertiary,1855.9,0.452
1,3,0,7,1,residential,350.4,0.181
3,2,0,4,0,residential,1764.3,0.075
15,3,0,10,1,secondary,840.4,0.967
5,2,0,3,0,trunk,687.9,0.277
12,6,1,2,0,primary,210.1,0.542
17,3,0,8,1,primary,1872.0,1.0
22,5,1,3,0,primary,54.1,0.255
11,5,1,11,1,tertiary,1348.8,0.477
5,2,0,6,1,primary,125.9,0.327
6,6,1,3,0,residential,1657.2,0.121
15,0,0,5,0,trunk,618.3,0.822
19,2,0,3,0,primary,951.6,1.0
8,1,0,11,1,trunk,237.4,1.0
10,5,1,3,0,residential,1630.0,0.303
11,4,0,5,0,tertiary,1324.3,0.596
7,6,1,5,0,tertiary,460.6,0.168
14,1,0,12,0,secondary,121.8,0.745
4,0,0,8,1,secondary,341.2,0.149
10,5,1,6,1,trunk,516.5,0.425
21,5,1,9,1,trunk,640.0,0.576
15,5,1,1,0,tertiary,355.2,0.444
1,6,1,5,0,residential,413.8,0.07
15,3,0,11,1,residential,1578.3,0.74
23,5,1,7,1,tertiary,1918.2,0.181
22,1,0,1,0,secondary,1910.9,0.263
10,1,0,1,0,secondary,518.0,0.717
19,3,0,5,0,secondary,1455.5,1.0
20,2,0,12,0,tertiary,1610.4,0.732
11,2,0,1,0,primary,991.5,0.702
6,1,0,6,1,trunk,583.2,0.544
16,4,0,10,1,trunk,433.5,1.0
23,4,0,9,1,tertiary,1100.6,0.169
1,2,0,6,1,primary,844.3,0.102
13,3,0,10,1,trunk,500.3,0.949
18,1,0,8,1,tertiary,635.6,1.0
18,2,0,7,1,tertiary,58.4,1.0
7,6,1,8,1,secondary,824.1,0.419
8,4,0,9,1,residential,81.9,1.0
23,6,1,11,1,tertiary,1549.4,0.084
17,5,1,9,1,tertiary,1570.4,0.783
12,4,0,12,0,tertiary,395.6,0.628
13,0,0,6,1,secondary,1895.8,0.823
4,5,1,12,0,tertiary,379.6,0.05
5,3,0,4,0,secondary,754.8,0.225
9,2,0,9,1,trunk,1296.1,1.0
0,1,0,2,0,tertiary,1932.0,0.079
3,6,1,8,1,tertiary,286.8,0.087
3,3,0,11,1,trunk,592.7,0.05
2,2,0,3,0,residential,1622.9,0.05
0,4,0,2,0,primary,366.5,0.057
10,1,0,9,1,trunk,428.6,1.0
10,6,1,7,1,residential,252.0,0.348
12,1,0,3,0,secondary,1261.1,0.621
22,0,0,12,0,secondary,1677.3,0.319
15,4,0,8,1,residential,678.3,0.748
6,0,0,10,1,tertiary,83.4,0.515
11,5,1,6,1,residential,1512.0,0.383
4,6,1,2,0,trunk,1065.0,0.121
3,4,0,3,0,residential,1014.0,0.133
10,0,0,10,1,primary,1583.0,0.957
7,2,0,9,1,residential,622.2,1.0
4,5,1,5,0,residential,1998.6,0.067
8,2,0,7,1,primary,1951.5,1.0
13,0,0,1,0,tertiary,689.1,0.691
22,0,0,3,0,trunk,1225.7,0.378
3,2,0,6,1,tertiary,1782.4,0.05
6,4,0,2,0,secondary,145.7,0.406
17,6,1,2,0,trunk,1873.7,1.0
22,4,0,5,0,trunk,1332.9,0.391
1,2,0,7,1,primary,1332.9,0.11
1,1,0,2,0,primary,1900.5,0.05
15,0,0,8,1,tertiary,841.7,0.743
5,4,0,9,1,secondary,209.9,0.177
3,5,1,1,0,residential,475.9,0.05
22,1,0,3,0,trunk,515.2,0.287
8,4,0,12,0,secondary,1010.7,1.0
7,0,0,7,1,secondary,1245.9,1.0
4,3,0,10,1,residential,1826.0,0.063
7,4,0,2,0,residential,547.2,0.713
3,3,0,10,1,secondary,1506.2,0.08
18,1,0,11,1,trunk,284.0,1.0
7,5,1,1,0,primary,1383.9,0.335
4,1,0,5,0,primary,1170.4,0.062
22,0,0,7,1,primary,715.6,0.352
4,5,1,11,1,primary,1744.2,0.05
21,2,0,8,1,secondary,1722.6,0.611
12,2,0,4,0,secondary,1005.3,0.738
8,0,0,7,1,residential,359.3,1.0
1,5,1,8,1,trunk,613.7,0.106
8,1,0,7,1,primary,972.8,1.0
2,4,0,8,1,tertiary,641.2,0.097
15,3,0,5,0,secondary,986.7,0.82
14,1,0,1,0,secondary,1308.2,0.54
17,4,0,11,1,secondary,264.2,1.0
16,2,0,12,0,primary,580.0,0.896
23,3,0,1,0,primary,1156.0,0.087
3,1,0,5,0,tertiary,1628.9,0.061
17,6,1,10,1,trunk,1608.0,1.0
5,5,1,8,1,trunk,56.6,0.12
17,3,0,10,1,tertiary,52.8,1.0
3,5,1,5,0,residential,539.8,0.075
20,3,0,11,1,trunk,1152.2,0.951
12,3,0,10,1,secondary,1786.0,0.853
7,4,0,6,1,residential,493.8,0.955
0,5,1,2,0,primary,1152.1,0.101
1,1,0,8,1,residential,1093.2,0.108
3,5,1,9,1,residential,1450.9,0.072
1,2,0,1,0,trunk,847.8,0.117
8,5,1,10,1,residential,1791.6,0.334
2,6,1,5,0,trunk,1096.9,0.05
20,6,1,4,0,primary,978.2,0.467
22,5,1,1,0,residential,1643.3,0.219
6,6,1,7,1,tertiary,245.2,0.181
0,3,0,12,0,tertiary,1872.6,0.122
14,4,0,12,0,secondary,102.5,0.707
0,5,1,5,0,secondary,385.5,0.103
5,1,0,12,0,primary,1478.3,0.214
4,2,0,8,1,primary,1340.2,0.158
4,0,0,2,0,secondary,765.0,0.104
21,3,0,3,0,primary,1675.6,0.455
5,3,0,7,1,primary,384.2,0.269
13,0,0,2,0,secondary,463.0,0.836
4,3,0,2,0,residential,497.1,0.099
16,5,1,9,1,trunk,1902.4,0.775
18,2,0,8,1,secondary,1666.1,1.0
14,3,0,3,0,trunk,1681.5,0.699
14,2,0,6,1,tertiary,1232.2,0.852
6,3,0,5,0,residential,1556.5,0.277
14,0,0,10,1,primary,1603.4,0.876
17,6,1,2,0,trunk,984.7,0.987
20,4,0,12,0,secondary,153.0,0.794
4,1,0,1,0,trunk,1723.7,0.204
17,0,0,4,0,trunk,1126.9,1.0
8,2,0,6,1,trunk,315.6,1.0
13,3,0,4,0,secondary,1615.6,0.763
16,1,0,10,1,residential,189.3,1.0
17,0,0,12,0,tertiary,948.8,0.99
10,0,0,1,0,primary,1571.1,0.6
21,5,1,1,0,primary,213.1,0.42
20,4,0,2,0,primary,1391.5,0.881
15,6,1,2,0,residential,1578.1,0.352
20,5,1,10,1,primary,1452.5,0.648
10,3,0,11,1,primary,1599.6,0.919
5,0,0,9,1,secondary,1220.7,0.279
15,2,0,8,1,trunk,1825.0,0.95
16,4,0,1,0,tertiary,789.9,0.881
1,4,0,7,1,residential,101.2,0.106
7,3,0,6,1,tertiary,222.9,1.0
8,4,0,3,0,residential,786.6,0.972
8,4,0,4,0,tertiary,770.7,1.0
1,2,0,5,0,secondary,1581.0,0.052
22,0,0,11,1,residential,153.4,0.315
13,4,0,10,1,trunk,947.0,1.0
20,6,1,9,1,secondary,295.2,0.489
1,0,0,7,1,tertiary,1678.1,0.05
0,2,0,11,1,tertiary,1926.2,0.053
17,3,0,8,1,secondary,1055.5,1.0
2,3,0,5,0,secondary,352.0,0.05
2,1,0,12,0,residential,1257.2,0.05
18,5,1,11,1,tertiary,844.9,0.745
7,3,0,12,0,secondary,768.1,0.965
6,0,0,5,0,tertiary,210.2,0.342
1,6,1,7,1,tertiary,1893.6,0.141
11,6,1,5,0,primary,413.8,0.573
7,5,1,11,1,tertiary,712.9,0.247
23,0,0,11,1,primary,966.2,0.315
8,6,1,5,0,trunk,1172.6,0.463
0,6,1,4,0,primary,768.3,0.05
17,5,1,9,1,trunk,398.0,1.0
14,4,0,12,0,primary,1363.7,0.819
10,0,0,5,0,primary,1986.6,0.734
6,1,0,6,1,secondary,1665.6,0.548
10,5,1,2,0,residential,1470.5,0.347
2,0,0,12,0,trunk,936.8,0.05
14,5,1,2,0,trunk,144.2,0.527
2,5,1,11,1,secondary,1010.5,0.066
20,2,0,4,0,primary,1770.6,0.859
2,6,1,10,1,trunk,1018.5,0.05
12,0,0,8,1,trunk,1723.8,1.0
0,0,0,3,0,secondary,1649.7,0.05
0,4,0,2,0,tertiary,1568.3,0.077
19,4,0,1,0,secondary,1392.4,1.0
10,3,0,11,1,residential,564.6,0.709
23,3,0,1,0,trunk,1376.2,0.165
12,2,0,10,1,tertiary,311.2,0.7
3,6,1,9,1,trunk,609.3,0.106
7,1,0,7,1,trunk,980.8,1.0
13,1,0,3,0,secondary,1886.1,0.707
19,4,0,9,1,secondary,193.3,1.0
2,2,0,1,0,tertiary,303.6,0.102
17,3,0,12,0,primary,1667.7,1.0
10,1,0,8,1,residential,885.9,0.739
23,0,0,9,1,primary,277.2,0.186
1,1,0,1,0,trunk,1775.6,0.061
11,3,0,7,1,trunk,222.3,0.981
14,0,0,6,1,secondary,244.9,0.754
6,2,0,6,1,tertiary,151.5,0.444
3,3,0,11,1,residential,877.7,0.05
4,4,0,4,0,trunk,1671.2,0.08
3,1,0,5,0,trunk,59.7,0.194
16,3,0,4,0,tertiary,632.0,0.732
17,5,1,9,1,secondary,844.5,0.849
20,2,0,10,1,primary,154.1,0.98
19,6,1,1,0,trunk,768.1,0.923
18,4,0,12,0,primary,1616.4,1.0
0,5,1,8,1,tertiary,1186.7,0.097
19,5,1,10,1,trunk,1888.1,1.0
21,2,0,9,1,trunk,1531.0,0.677
21,5,1,8,1,primary,1783.8,0.403
12,5,1,10,1,secondary,336.5,0.624
9,0,0,9,1,tertiary,1160.5,1.0
6,0,0,3,0,secondary,624.1,0.341
4,6,1,7,1,residential,1149.6,0.139
0,4,0,8,1,secondary,826.1,0.094
13,0,0,11,1,residential,389.1,0.584
7,4,0,10,1,secondary,685.3,1.0
11,5,1,4,0,trunk,320.1,0.557
9,6,1,1,0,tertiary,1922.0,0.249
21,0,0,3,0,trunk,1239.5,0.526
4,3,0,10,1,tertiary,1111.8,0.158
21,2,0,2,0,trunk,795.7,0.523
2,6,1,4,0,primary,1145.5,0.103
13,0,0,11,1,secondary,1544.7,0.989
3,2,0,4,0,tertiary,827.4,0.099
4,1,0,10,1,tertiary,1707.0,0.188
5,3,0,4,0,primary,62.7,0.144
16,3,0,10,1,residential,1819.3,0.919
12,4,0,4,0,primary,208.4,0.742
6,6,1,10,1,tertiary,1655.9,0.305
12,4,0,1,0,trunk,1314.2,0.789
2,2,0,11,1,trunk,192.7,0.141
5,6,1,11,1,trunk,432.0,0.16
14,5,1,7,1,secondary,148.1,0.504
15,3,0,8,1,trunk,598.9,0.903
22,3,0,3,0,residential,1537.8,0.24
4,2,0,1,0,trunk,1607.4,0.126
